Title (if known),Season,New Commitment Status,"""Known"" vs. Additional",Status Quo,ASQ,Invest in All,Source,Exclusivity / Window,Year,Month,Month Year,Market,Region,New vs. Returning,Content type,Performance Tier,Tier Confirmed?,Budget Tier,PSI Content genre,Genre tier map,PSI Content format,Format,Genre,Co-pro flag,Anime flag,Animated flag,VFX flag,Release strategy,Simplified Categories,Volume (eps),Hours per ep,Volume (hours)
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2027,8,8/1/27,US,NA,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2028,5,5/1/28,US,NA,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2028,6,6/1/28,US,NA,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2028,7,7/1/28,US,NA,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2028,8,8/1/28,US,NA,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2028,9,9/1/28,US,NA,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2028,10,10/1/28,US,NA,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2028,11,11/1/28,US,NA,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2028,12,12/1/28,US,NA,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2028,1,1/1/28,US,NA,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2028,2,2/1/28,US,NA,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2028,3,3/1/28,US,NA,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2028,4,4/1/28,US,NA,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2028,5,5/1/28,US,NA,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Warner,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2028,6,6/1/28,US,NA,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,7,7/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,8,8/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,9,9/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,1,1/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,2,2/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,2,2/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,3,3/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,4,4/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,4,4/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,4,4/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,6,6/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,6,6/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,7,7/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,7,7/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,8,8/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,9,9/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,10,10/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,10,10/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,11,11/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,12,12/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,1,1/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,1,1/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,1,1/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,1,1/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,2,2/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,2,2/1/24,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,3,3/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,4,4/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,4,4/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,4,4/1/24,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,6,6/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,6,6/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,7,7/1/24,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,7,7/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,8,8/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,9,9/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,10,10/1/24,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,10,10/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,11,11/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Universal,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,12,12/1/24,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,1,1/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,1,1/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,1,1/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,1,1/1/23,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,2,2/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,2,2/1/23,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,3,3/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,4,4/1/23,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,4,4/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,4,4/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,6,6/1/23,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,6,6/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,7,7/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,7,7/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,8,8/1/23,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,9,9/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,10,10/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,10,10/1/23,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,11,11/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2023,12,12/1/23,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,1,1/1/24,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,1,1/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,1,1/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,1,1/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,2,2/1/24,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,2,2/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,3,3/1/24,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,4,4/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,4,4/1/24,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,4,4/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,6,6/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,6,6/1/24,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,7,7/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,7,7/1/24,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,8,8/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,9,9/1/24,LATAM,LATAM,New,Pay 1 - Studio,Gold,N,N/A,Pay 1,Pay 1 | Gold,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
Placeholder Pay 1 - Sony,N/A,N/A,Known,Include,Include,Include,TBD,Exclusive,2024,10,10/1/24,LATAM,LATAM,New,Pay 1 - Studio,Platinum,N,N/A,Pay 1,Pay 1 | Platinum,Feature,Feature,Pay 1,0,0,0,0,,Scripted Features,N/A,N/A,N/A
